query,statute,label
AILA_Q1,S72,0
AILA_Q1,S176,0
AILA_Q1,S47,0
AILA_Q1,S70,0
AILA_Q1,S158,0
AILA_Q1,S192,0
AILA_Q1,S25,0
AILA_Q1,S118,0
AILA_Q1,S154,0
AILA_Q1,S18,0
AILA_Q2,S198,0
AILA_Q2,S115,0
AILA_Q2,S5,0
AILA_Q2,S39,0
AILA_Q2,S175,0
AILA_Q2,S190,0
AILA_Q2,S74,0
AILA_Q2,S114,0
AILA_Q2,S79,0
AILA_Q2,S107,0
AILA_Q2,S174,0
AILA_Q2,S85,0
AILA_Q2,S52,0
AILA_Q2,S31,0
AILA_Q2,S100,0
AILA_Q2,S53,0
AILA_Q2,S23,0
AILA_Q2,S185,0
AILA_Q2,S72,0
AILA_Q2,S42,0
AILA_Q2,S88,0
AILA_Q2,S154,0
AILA_Q2,S122,0
AILA_Q2,S15,0
AILA_Q2,S34,0
AILA_Q2,S182,0
AILA_Q2,S151,0
AILA_Q2,S169,0
AILA_Q2,S61,0
AILA_Q2,S176,0
AILA_Q2,S199,0
AILA_Q2,S57,0
AILA_Q2,S22,0
AILA_Q2,S30,0
AILA_Q2,S84,0
AILA_Q2,S166,0
AILA_Q2,S112,0
AILA_Q2,S121,0
AILA_Q2,S36,0
AILA_Q2,S12,0
AILA_Q2,S98,0
AILA_Q2,S168,0
AILA_Q2,S157,0
AILA_Q2,S139,0
AILA_Q2,S117,0
AILA_Q2,S90,0
AILA_Q2,S62,0
AILA_Q2,S96,0
AILA_Q2,S68,0
AILA_Q2,S150,0
AILA_Q2,S138,0
AILA_Q2,S8,0
AILA_Q2,S49,0
AILA_Q2,S94,0
AILA_Q2,S196,0
AILA_Q2,S29,0
AILA_Q2,S78,0
AILA_Q2,S37,0
AILA_Q2,S109,0
AILA_Q2,S133,0
AILA_Q2,S141,0
AILA_Q2,S108,0
AILA_Q2,S41,0
AILA_Q2,S128,0
AILA_Q2,S3,0
AILA_Q2,S76,0
AILA_Q2,S161,0
AILA_Q2,S99,0
AILA_Q2,S146,0
AILA_Q2,S51,0
AILA_Q2,S129,0
AILA_Q2,S119,0
AILA_Q2,S140,0
AILA_Q2,S80,0
AILA_Q2,S167,0
AILA_Q2,S83,0
AILA_Q2,S1,0
AILA_Q2,S95,0
AILA_Q2,S123,0
AILA_Q2,S63,0
AILA_Q2,S131,0
AILA_Q2,S26,0
AILA_Q2,S14,0
AILA_Q2,S69,0
AILA_Q2,S38,0
AILA_Q2,S86,0
AILA_Q2,S70,0
AILA_Q2,S136,0
AILA_Q2,S71,0
AILA_Q2,S56,0
AILA_Q2,S106,0
AILA_Q2,S87,0
AILA_Q2,S111,0
AILA_Q2,S132,0
AILA_Q2,S47,0
AILA_Q2,S33,0
AILA_Q2,S159,0
AILA_Q2,S149,0
AILA_Q2,S11,0
AILA_Q2,S155,0
AILA_Q2,S193,0
AILA_Q2,S55,0
AILA_Q2,S125,0
AILA_Q2,S81,0
AILA_Q2,S50,0
AILA_Q2,S25,0
AILA_Q2,S148,0
AILA_Q2,S35,0
AILA_Q2,S16,0
AILA_Q2,S179,0
AILA_Q2,S156,0
AILA_Q2,S82,0
AILA_Q2,S104,0
AILA_Q2,S200,0
AILA_Q2,S143,0
AILA_Q2,S19,0
AILA_Q2,S64,0
AILA_Q2,S54,0
AILA_Q2,S45,0
AILA_Q2,S10,0
AILA_Q2,S43,0
AILA_Q2,S2,0
AILA_Q2,S160,0
AILA_Q2,S177,0
AILA_Q2,S93,0
AILA_Q2,S40,0
AILA_Q2,S118,0
AILA_Q2,S163,0
AILA_Q2,S65,0
AILA_Q2,S73,0
AILA_Q2,S77,0
AILA_Q2,S134,0
AILA_Q2,S153,0
AILA_Q2,S60,0
AILA_Q2,S178,0
AILA_Q2,S18,0
AILA_Q2,S59,0
AILA_Q2,S75,0
AILA_Q2,S116,0
AILA_Q2,S4,0
AILA_Q2,S20,0
AILA_Q2,S135,0
AILA_Q2,S183,0
AILA_Q2,S165,0
AILA_Q2,S164,0
AILA_Q2,S127,1
AILA_Q2,S91,0
AILA_Q2,S48,0
AILA_Q2,S130,0
AILA_Q2,S189,0
AILA_Q2,S9,0
AILA_Q2,S172,0
AILA_Q2,S147,0
AILA_Q2,S21,0
AILA_Q2,S102,0
AILA_Q2,S197,0
AILA_Q2,S27,1
AILA_Q2,S67,0
AILA_Q2,S101,0
AILA_Q2,S170,0
AILA_Q2,S13,0
AILA_Q2,S137,0
AILA_Q2,S180,0
AILA_Q2,S187,0
AILA_Q2,S105,0
AILA_Q2,S152,0
AILA_Q2,S145,0
AILA_Q2,S97,0
AILA_Q2,S184,0
AILA_Q2,S126,0
AILA_Q2,S66,0
AILA_Q2,S89,0
AILA_Q2,S44,0
AILA_Q2,S142,0
AILA_Q2,S6,0
AILA_Q2,S124,0
AILA_Q2,S7,0
AILA_Q2,S171,0
AILA_Q2,S58,1
AILA_Q2,S103,0
AILA_Q2,S195,0
AILA_Q2,S191,0
AILA_Q2,S194,0
AILA_Q2,S17,0
AILA_Q2,S92,0
AILA_Q2,S28,0
AILA_Q2,S46,0
AILA_Q2,S181,0
AILA_Q2,S188,0
AILA_Q2,S158,0
AILA_Q2,S24,0
AILA_Q2,S186,0
AILA_Q2,S192,0
AILA_Q2,S173,0
AILA_Q2,S144,0
AILA_Q2,S110,0
AILA_Q2,S113,0
AILA_Q2,S120,0
AILA_Q3,S149,0
AILA_Q3,S154,0
AILA_Q3,S90,0
AILA_Q3,S34,0
AILA_Q3,S28,0
AILA_Q3,S194,0
AILA_Q3,S84,0
AILA_Q3,S104,0
AILA_Q3,S188,0
AILA_Q3,S38,0
AILA_Q3,S3,0
AILA_Q3,S27,0
AILA_Q3,S156,0
AILA_Q3,S45,0
AILA_Q3,S88,0
AILA_Q3,S36,0
AILA_Q3,S96,0
AILA_Q3,S50,0
AILA_Q3,S62,0
AILA_Q3,S10,0
AILA_Q3,S179,0
AILA_Q3,S157,0
AILA_Q3,S173,0
AILA_Q3,S86,0
AILA_Q3,S183,0
AILA_Q3,S192,0
AILA_Q3,S113,0
AILA_Q3,S64,0
AILA_Q3,S9,0
AILA_Q3,S153,0
AILA_Q3,S177,0
AILA_Q3,S171,0
AILA_Q3,S186,0
AILA_Q3,S19,0
AILA_Q3,S169,0
AILA_Q3,S68,0
AILA_Q3,S138,0
AILA_Q3,S176,0
AILA_Q3,S80,0
AILA_Q3,S18,0
AILA_Q3,S63,0
AILA_Q3,S134,1
AILA_Q3,S109,0
AILA_Q3,S20,0
AILA_Q3,S106,0
AILA_Q3,S128,0
AILA_Q3,S135,0
AILA_Q3,S48,0
AILA_Q3,S59,0
AILA_Q3,S164,0
AILA_Q3,S159,0
AILA_Q3,S42,0
AILA_Q3,S73,0
AILA_Q3,S105,0
AILA_Q3,S97,0
AILA_Q3,S61,0
AILA_Q3,S47,0
AILA_Q3,S101,0
AILA_Q3,S133,0
AILA_Q3,S82,0
AILA_Q3,S122,0
AILA_Q3,S193,0
AILA_Q3,S123,0
AILA_Q3,S200,0
AILA_Q3,S67,0
AILA_Q3,S145,0
AILA_Q3,S167,0
AILA_Q3,S78,0
AILA_Q3,S124,0
AILA_Q3,S37,0
AILA_Q3,S54,0
AILA_Q3,S100,0
AILA_Q3,S74,0
AILA_Q3,S76,0
AILA_Q3,S189,0
AILA_Q3,S165,0
AILA_Q3,S75,0
AILA_Q3,S12,0
AILA_Q3,S140,0
AILA_Q3,S150,0
AILA_Q3,S71,0
AILA_Q3,S191,0
AILA_Q3,S5,0
AILA_Q3,S87,0
AILA_Q3,S107,0
AILA_Q3,S66,0
AILA_Q3,S35,0
AILA_Q3,S26,0
AILA_Q3,S77,0
AILA_Q3,S119,0
AILA_Q3,S52,0
AILA_Q3,S161,0
AILA_Q3,S103,0
AILA_Q3,S170,0
AILA_Q3,S120,0
AILA_Q3,S21,0
AILA_Q3,S85,0
AILA_Q3,S31,0
AILA_Q3,S117,0
AILA_Q3,S182,0
AILA_Q3,S111,0
AILA_Q3,S180,0
AILA_Q3,S166,0
AILA_Q3,S110,0
AILA_Q3,S7,0
AILA_Q3,S147,0
AILA_Q3,S70,0
AILA_Q3,S190,0
AILA_Q3,S65,0
AILA_Q3,S39,0
AILA_Q3,S143,0
AILA_Q3,S13,0
AILA_Q3,S168,0
AILA_Q3,S33,1
AILA_Q3,S91,0
AILA_Q3,S14,0
AILA_Q3,S53,0
AILA_Q3,S15,0
AILA_Q3,S155,0
AILA_Q3,S131,0
AILA_Q3,S93,0
AILA_Q3,S29,0
AILA_Q3,S181,0
AILA_Q3,S152,0
AILA_Q3,S178,0
AILA_Q3,S136,0
AILA_Q3,S118,0
AILA_Q3,S132,0
AILA_Q3,S83,0
AILA_Q3,S196,0
AILA_Q3,S114,0
AILA_Q3,S44,0
AILA_Q3,S46,0
AILA_Q3,S55,0
AILA_Q3,S30,0
AILA_Q3,S98,0
AILA_Q3,S121,0
AILA_Q3,S8,0
AILA_Q3,S187,0
AILA_Q3,S40,0
AILA_Q3,S160,0
AILA_Q3,S146,0
AILA_Q3,S99,0
AILA_Q3,S11,0
AILA_Q3,S139,0
AILA_Q3,S56,0
AILA_Q3,S112,0
AILA_Q3,S89,0
AILA_Q3,S184,1
AILA_Q3,S60,0
AILA_Q3,S125,0
AILA_Q3,S24,0
AILA_Q3,S41,0
AILA_Q3,S92,0
AILA_Q3,S127,0
AILA_Q3,S130,0
AILA_Q3,S79,0
AILA_Q3,S174,0
AILA_Q3,S72,0
AILA_Q3,S51,0
AILA_Q3,S49,0
AILA_Q3,S69,0
AILA_Q3,S158,0
AILA_Q3,S137,0
AILA_Q3,S198,0
AILA_Q3,S81,0
AILA_Q3,S94,0
AILA_Q3,S185,0
AILA_Q3,S142,0
AILA_Q3,S102,0
AILA_Q3,S115,0
AILA_Q3,S129,0
AILA_Q3,S108,0
AILA_Q3,S116,0
AILA_Q3,S2,0
AILA_Q3,S23,1
AILA_Q3,S163,0
AILA_Q3,S95,0
AILA_Q3,S17,0
AILA_Q3,S175,0
AILA_Q3,S141,0
AILA_Q3,S4,0
AILA_Q3,S43,0
AILA_Q3,S148,0
AILA_Q3,S195,0
AILA_Q3,S6,0
AILA_Q3,S199,0
AILA_Q3,S16,0
AILA_Q3,S172,0
AILA_Q3,S126,0
AILA_Q3,S57,0
AILA_Q3,S197,0
AILA_Q3,S22,0
AILA_Q3,S151,0
AILA_Q3,S1,0
AILA_Q3,S25,0
AILA_Q3,S144,0
AILA_Q4,S109,0
AILA_Q4,S37,0
AILA_Q4,S170,0
AILA_Q4,S173,0
AILA_Q4,S39,0
AILA_Q4,S19,0
AILA_Q4,S176,0
AILA_Q4,S138,0
AILA_Q4,S91,0
AILA_Q4,S133,0
AILA_Q4,S89,0
AILA_Q4,S50,0
AILA_Q4,S72,0
AILA_Q4,S106,0
AILA_Q4,S131,0
AILA_Q4,S70,0
AILA_Q4,S9,0
AILA_Q4,S125,0
AILA_Q4,S164,0
AILA_Q4,S1,0
AILA_Q4,S193,1
AILA_Q4,S44,0
AILA_Q4,S172,0
AILA_Q4,S27,0
AILA_Q4,S194,0
AILA_Q4,S152,0
AILA_Q4,S78,0
AILA_Q4,S200,0
AILA_Q4,S34,0
AILA_Q4,S63,0
AILA_Q4,S11,0
AILA_Q4,S56,0
AILA_Q4,S95,0
AILA_Q4,S48,0
AILA_Q4,S51,0
AILA_Q4,S165,0
AILA_Q4,S154,0
AILA_Q4,S5,0
AILA_Q4,S137,0
AILA_Q4,S85,0
AILA_Q4,S115,0
AILA_Q4,S13,0
AILA_Q4,S110,0
AILA_Q4,S180,0
AILA_Q4,S80,0
AILA_Q4,S184,0
AILA_Q4,S98,0
AILA_Q4,S90,0
AILA_Q4,S45,0
AILA_Q4,S136,0
AILA_Q4,S6,0
AILA_Q4,S142,0
AILA_Q4,S61,0
AILA_Q4,S143,0
AILA_Q4,S24,0
AILA_Q4,S174,0
AILA_Q4,S76,0
AILA_Q4,S185,0
AILA_Q4,S4,0
AILA_Q4,S86,0
AILA_Q4,S16,0
AILA_Q4,S168,0
AILA_Q4,S20,0
AILA_Q4,S31,0
AILA_Q4,S187,0
AILA_Q4,S134,0
AILA_Q4,S196,0
AILA_Q4,S155,0
AILA_Q4,S199,0
AILA_Q4,S38,0
AILA_Q4,S146,0
AILA_Q4,S68,0
AILA_Q4,S22,0
AILA_Q4,S148,0
AILA_Q4,S17,0
AILA_Q4,S81,0
AILA_Q4,S66,0
AILA_Q4,S128,0
AILA_Q4,S53,0
AILA_Q4,S10,0
AILA_Q4,S192,0
AILA_Q4,S183,0
AILA_Q4,S57,0
AILA_Q4,S117,0
AILA_Q4,S114,0
AILA_Q4,S167,0
AILA_Q4,S141,0
AILA_Q4,S94,0
AILA_Q4,S103,0
AILA_Q4,S26,0
AILA_Q4,S18,0
AILA_Q4,S111,0
AILA_Q4,S120,0
AILA_Q4,S153,0
AILA_Q4,S139,0
AILA_Q4,S121,0
AILA_Q4,S2,0
AILA_Q4,S161,0
AILA_Q4,S30,0
AILA_Q4,S55,0
AILA_Q4,S43,0
AILA_Q4,S190,0
AILA_Q4,S149,0
AILA_Q4,S15,0
AILA_Q4,S182,0
AILA_Q4,S112,0
AILA_Q4,S108,0
AILA_Q4,S74,0
AILA_Q4,S52,0
AILA_Q4,S54,0
AILA_Q4,S151,0
AILA_Q4,S79,0
AILA_Q4,S118,0
AILA_Q4,S181,0
AILA_Q4,S156,0
AILA_Q4,S160,0
AILA_Q4,S83,0
AILA_Q4,S29,0
AILA_Q4,S75,0
AILA_Q4,S65,0
AILA_Q4,S71,0
AILA_Q4,S60,0
AILA_Q4,S28,0
AILA_Q4,S123,0
AILA_Q4,S12,0
AILA_Q4,S87,0
AILA_Q4,S116,0
AILA_Q4,S179,0
AILA_Q4,S171,0
AILA_Q4,S49,0
AILA_Q4,S8,0
AILA_Q4,S197,0
AILA_Q4,S150,0
AILA_Q4,S104,0
AILA_Q4,S159,0
AILA_Q4,S130,0
AILA_Q4,S84,0
AILA_Q4,S97,0
AILA_Q4,S169,0
AILA_Q4,S189,0
AILA_Q4,S42,0
AILA_Q4,S41,0
AILA_Q4,S191,0
AILA_Q4,S77,0
AILA_Q4,S147,0
AILA_Q4,S35,0
AILA_Q4,S40,0
AILA_Q4,S107,0
AILA_Q4,S100,0
AILA_Q4,S178,0
AILA_Q4,S158,0
AILA_Q4,S188,0
AILA_Q4,S175,0
AILA_Q4,S195,0
AILA_Q4,S124,1
AILA_Q4,S82,0
AILA_Q4,S145,0
AILA_Q4,S46,0
AILA_Q4,S33,1
AILA_Q4,S64,0
AILA_Q4,S119,0
AILA_Q4,S59,0
AILA_Q4,S186,0
AILA_Q4,S122,0
AILA_Q4,S132,0
AILA_Q4,S163,0
AILA_Q4,S198,0
AILA_Q4,S144,0
AILA_Q4,S7,0
AILA_Q4,S88,0
AILA_Q4,S93,0
AILA_Q4,S47,0
AILA_Q4,S101,0
AILA_Q4,S113,0
AILA_Q4,S25,0
AILA_Q4,S177,0
AILA_Q4,S99,0
AILA_Q4,S67,0
AILA_Q4,S157,0
AILA_Q4,S126,0
AILA_Q4,S129,0
AILA_Q4,S140,0
AILA_Q4,S102,0
AILA_Q4,S14,0
AILA_Q4,S73,0
AILA_Q4,S96,0
AILA_Q4,S127,0
AILA_Q4,S105,0
AILA_Q4,S3,0
AILA_Q4,S62,0
AILA_Q4,S36,0
AILA_Q4,S135,0
AILA_Q4,S166,0
AILA_Q4,S21,0
AILA_Q4,S69,0
AILA_Q4,S23,1
AILA_Q4,S92,0
AILA_Q5,S21,0
AILA_Q5,S41,0
AILA_Q5,S159,0
AILA_Q5,S198,0
AILA_Q5,S161,0
AILA_Q5,S93,0
AILA_Q5,S178,0
AILA_Q5,S57,0
AILA_Q5,S125,0
AILA_Q5,S194,0
AILA_Q5,S2,0
AILA_Q5,S90,0
AILA_Q5,S42,0
AILA_Q5,S157,0
AILA_Q5,S71,0
AILA_Q5,S170,0
AILA_Q5,S46,0
AILA_Q5,S88,0
AILA_Q5,S40,0
AILA_Q5,S140,0
AILA_Q5,S83,0
AILA_Q5,S87,0
AILA_Q5,S185,0
AILA_Q5,S150,0
AILA_Q5,S130,0
AILA_Q5,S138,0
AILA_Q5,S45,0
AILA_Q5,S195,0
AILA_Q5,S119,0
AILA_Q5,S51,0
AILA_Q5,S141,0
AILA_Q5,S196,0
AILA_Q5,S19,1
AILA_Q5,S91,0
AILA_Q5,S27,0
AILA_Q5,S103,0
AILA_Q5,S82,0
AILA_Q5,S193,0
AILA_Q5,S107,0
AILA_Q5,S66,0
AILA_Q5,S142,0
AILA_Q5,S56,0
AILA_Q5,S92,0
AILA_Q5,S153,0
AILA_Q5,S60,0
AILA_Q5,S95,0
AILA_Q5,S105,0
AILA_Q5,S155,0
AILA_Q5,S81,0
AILA_Q5,S124,0
AILA_Q5,S167,0
AILA_Q5,S97,0
AILA_Q5,S146,0
AILA_Q5,S181,0
AILA_Q5,S37,0
AILA_Q5,S179,0
AILA_Q5,S28,0
AILA_Q5,S59,0
AILA_Q5,S98,0
AILA_Q5,S126,0
AILA_Q5,S191,0
AILA_Q5,S100,0
AILA_Q5,S192,0
AILA_Q5,S67,0
AILA_Q5,S69,0
AILA_Q5,S165,0
AILA_Q5,S79,0
AILA_Q5,S8,0
AILA_Q5,S154,0
AILA_Q5,S115,0
AILA_Q5,S35,0
AILA_Q5,S156,0
AILA_Q5,S151,0
AILA_Q5,S36,0
AILA_Q5,S43,0
AILA_Q5,S22,0
AILA_Q5,S173,0
AILA_Q5,S152,0
AILA_Q5,S38,0
AILA_Q5,S17,0
AILA_Q5,S23,0
AILA_Q5,S183,0
AILA_Q5,S186,0
AILA_Q5,S61,0
AILA_Q5,S99,0
AILA_Q5,S73,0
AILA_Q5,S102,0
AILA_Q5,S197,0
AILA_Q5,S174,0
AILA_Q5,S148,0
AILA_Q5,S121,0
AILA_Q5,S74,0
AILA_Q5,S12,0
AILA_Q5,S14,0
AILA_Q5,S16,0
AILA_Q5,S120,0
AILA_Q5,S104,0
AILA_Q5,S164,0
AILA_Q5,S176,0
AILA_Q5,S184,0
AILA_Q5,S39,0
AILA_Q5,S134,0
AILA_Q5,S169,0
AILA_Q5,S34,0
AILA_Q5,S54,0
AILA_Q5,S70,0
AILA_Q5,S18,0
AILA_Q5,S20,0
AILA_Q5,S31,0
AILA_Q5,S68,0
AILA_Q5,S11,0
AILA_Q5,S114,0
AILA_Q5,S177,0
AILA_Q5,S25,0
AILA_Q5,S199,0
AILA_Q5,S158,0
AILA_Q5,S112,0
AILA_Q5,S5,0
AILA_Q5,S123,0
AILA_Q5,S106,0
AILA_Q5,S89,0
AILA_Q5,S44,0
AILA_Q5,S108,0
AILA_Q5,S175,0
AILA_Q5,S168,0
AILA_Q5,S172,0
AILA_Q5,S4,0
AILA_Q5,S189,0
AILA_Q5,S72,0
AILA_Q5,S145,0
AILA_Q5,S85,0
AILA_Q5,S84,0
AILA_Q5,S55,0
AILA_Q5,S137,0
AILA_Q5,S131,0
AILA_Q5,S86,0
AILA_Q5,S187,0
AILA_Q5,S76,0
AILA_Q5,S109,0
AILA_Q5,S163,0
AILA_Q5,S182,0
AILA_Q5,S77,0
AILA_Q5,S135,0
AILA_Q5,S26,0
AILA_Q5,S80,0
AILA_Q5,S94,0
AILA_Q5,S139,0
AILA_Q5,S128,0
AILA_Q5,S33,0
AILA_Q5,S116,0
AILA_Q5,S29,0
AILA_Q5,S52,0
AILA_Q5,S75,0
AILA_Q5,S101,0
AILA_Q5,S188,0
AILA_Q5,S65,0
AILA_Q5,S147,0
AILA_Q5,S6,1
AILA_Q5,S13,1
AILA_Q5,S132,0
AILA_Q5,S118,0
AILA_Q5,S200,0
AILA_Q5,S62,0
AILA_Q5,S3,0
AILA_Q5,S9,0
AILA_Q5,S30,0
AILA_Q5,S111,0
AILA_Q5,S24,1
AILA_Q5,S190,0
AILA_Q5,S48,0
AILA_Q5,S136,0
AILA_Q5,S47,0
AILA_Q5,S110,0
AILA_Q5,S149,0
AILA_Q5,S96,0
AILA_Q5,S180,0
AILA_Q5,S15,0
AILA_Q5,S7,0
AILA_Q5,S53,0
AILA_Q5,S127,0
AILA_Q5,S122,0
AILA_Q5,S78,0
AILA_Q5,S63,0
AILA_Q5,S113,0
AILA_Q5,S129,0
AILA_Q5,S49,0
AILA_Q5,S117,0
AILA_Q5,S1,0
AILA_Q5,S50,0
AILA_Q5,S166,0
AILA_Q5,S10,0
AILA_Q5,S133,0
AILA_Q5,S144,0
AILA_Q5,S143,0
AILA_Q5,S160,0
AILA_Q5,S171,0
AILA_Q5,S64,1
AILA_Q6,S179,0
AILA_Q6,S141,0
AILA_Q6,S198,0
AILA_Q6,S98,0
AILA_Q6,S199,0
AILA_Q6,S100,0
AILA_Q6,S96,0
AILA_Q6,S72,0
AILA_Q6,S142,0
AILA_Q6,S104,0
AILA_Q6,S76,0
AILA_Q6,S9,0
AILA_Q6,S149,0
AILA_Q6,S161,0
AILA_Q6,S193,0
AILA_Q6,S125,0
AILA_Q6,S12,0
AILA_Q6,S31,0
AILA_Q6,S127,0
AILA_Q6,S123,0
AILA_Q6,S57,0
AILA_Q6,S121,0
AILA_Q6,S118,0
AILA_Q6,S128,0
AILA_Q6,S172,0
AILA_Q6,S175,0
AILA_Q6,S69,0
AILA_Q6,S124,0
AILA_Q6,S181,0
AILA_Q6,S18,0
AILA_Q6,S182,0
AILA_Q6,S115,0
AILA_Q6,S165,0
AILA_Q6,S188,0
AILA_Q6,S24,0
AILA_Q6,S56,0
AILA_Q6,S90,0
AILA_Q6,S195,0
AILA_Q6,S53,0
AILA_Q6,S94,0
AILA_Q6,S40,0
AILA_Q6,S38,0
AILA_Q6,S23,0
AILA_Q6,S187,0
AILA_Q6,S68,0
AILA_Q6,S42,0
AILA_Q6,S51,0
AILA_Q6,S78,0
AILA_Q6,S64,0
AILA_Q6,S41,0
AILA_Q6,S154,0
AILA_Q6,S97,0
AILA_Q6,S147,0
AILA_Q6,S180,0
AILA_Q6,S6,0
AILA_Q6,S194,0
AILA_Q6,S137,0
AILA_Q6,S37,0
AILA_Q6,S178,0
AILA_Q6,S173,0
AILA_Q6,S139,0
AILA_Q6,S22,0
AILA_Q6,S71,0
AILA_Q6,S177,0
AILA_Q6,S36,1
AILA_Q6,S110,0
AILA_Q6,S73,0
AILA_Q6,S200,0
AILA_Q6,S176,0
AILA_Q6,S133,0
AILA_Q6,S116,0
AILA_Q6,S140,0
AILA_Q6,S135,0
AILA_Q6,S144,0
AILA_Q6,S54,0
AILA_Q6,S61,0
AILA_Q6,S19,0
AILA_Q6,S45,0
AILA_Q6,S17,0
AILA_Q6,S171,0
AILA_Q6,S29,1
AILA_Q6,S189,0
AILA_Q6,S74,0
AILA_Q6,S92,0
AILA_Q6,S95,0
AILA_Q6,S86,0
AILA_Q6,S55,0
AILA_Q6,S145,0
AILA_Q6,S13,1
