query,case,label
AILA_Q1,C1808,0
AILA_Q1,C489,0
AILA_Q1,C492,0
AILA_Q1,C466,0
AILA_Q1,C1861,0
AILA_Q1,C696,0
AILA_Q1,C2185,0
AILA_Q1,C2200,0
AILA_Q1,C24,0
AILA_Q1,C252,0
AILA_Q1,C1416,0
AILA_Q1,C2892,0
AILA_Q1,C1774,0
AILA_Q1,C1896,0
AILA_Q1,C2578,0
AILA_Q1,C1367,0
AILA_Q1,C1408,0
AILA_Q1,C2586,0
AILA_Q1,C282,0
AILA_Q1,C2349,0
AILA_Q1,C748,0
AILA_Q1,C508,0
AILA_Q1,C2801,0
AILA_Q1,C1381,0
AILA_Q1,C93,0
AILA_Q1,C701,0
AILA_Q1,C2336,0
AILA_Q1,C2135,0
AILA_Q1,C2530,0
AILA_Q1,C2319,0
AILA_Q1,C2367,0
AILA_Q1,C1133,0
AILA_Q1,C1657,0
AILA_Q1,C600,0
AILA_Q1,C2877,0
AILA_Q1,C779,0
AILA_Q1,C1166,0
AILA_Q1,C1659,0
AILA_Q1,C1531,0
AILA_Q1,C1410,0
AILA_Q1,C1893,0
AILA_Q1,C2382,0
AILA_Q1,C348,0
AILA_Q1,C1227,0
AILA_Q1,C886,0
AILA_Q1,C309,0
AILA_Q1,C1978,0
AILA_Q1,C332,0
AILA_Q1,C2399,0
AILA_Q1,C2487,0
AILA_Q1,C2223,0
AILA_Q1,C429,0
AILA_Q1,C349,0
AILA_Q1,C498,0
AILA_Q1,C1733,0
AILA_Q1,C1384,0
AILA_Q1,C532,0
AILA_Q1,C1970,0
AILA_Q1,C1602,0
AILA_Q1,C2913,0
AILA_Q1,C2284,0
AILA_Q1,C1987,0
AILA_Q1,C331,0
AILA_Q1,C520,0
AILA_Q1,C2480,0
AILA_Q1,C2876,0
AILA_Q1,C2549,0
AILA_Q1,C2637,0
AILA_Q1,C410,0
AILA_Q1,C1989,0
AILA_Q1,C2909,0
AILA_Q1,C2671,0
AILA_Q1,C1846,0
AILA_Q1,C1003,0
AILA_Q1,C1730,0
AILA_Q1,C1289,0
AILA_Q1,C106,0
AILA_Q1,C900,0
AILA_Q1,C108,0
AILA_Q1,C1672,0
AILA_Q1,C666,0
AILA_Q1,C1009,0
AILA_Q1,C1673,0
AILA_Q1,C2902,0
AILA_Q1,C1607,0
AILA_Q1,C2033,0
AILA_Q1,C2299,0
AILA_Q1,C1363,0
AILA_Q1,C843,0
AILA_Q1,C1153,0
AILA_Q1,C2855,0
AILA_Q1,C2787,0
AILA_Q1,C974,0
AILA_Q1,C12,0
AILA_Q1,C2791,0
AILA_Q1,C2570,0
AILA_Q1,C1759,0
AILA_Q1,C916,0
AILA_Q1,C1272,0
AILA_Q1,C2762,0
AILA_Q1,C1102,0
AILA_Q1,C2179,0
AILA_Q1,C2806,0
AILA_Q1,C595,0
AILA_Q1,C1900,0
AILA_Q1,C1046,0
AILA_Q1,C2471,0
AILA_Q1,C2644,0
AILA_Q1,C1752,0
AILA_Q1,C1053,0
AILA_Q1,C1690,0
AILA_Q1,C1644,0
AILA_Q1,C186,0
AILA_Q1,C2057,0
AILA_Q1,C1613,0
AILA_Q1,C1668,0
AILA_Q1,C1249,0
AILA_Q1,C2289,0
AILA_Q1,C1293,0
AILA_Q1,C2402,0
AILA_Q1,C2418,0
AILA_Q1,C2635,0
AILA_Q1,C2451,0
AILA_Q1,C2599,0
AILA_Q1,C2523,0
AILA_Q1,C2228,0
AILA_Q1,C2731,0
AILA_Q1,C1069,0
AILA_Q1,C1232,0
AILA_Q1,C1402,0
AILA_Q1,C491,0
AILA_Q1,C46,0
AILA_Q1,C884,0
AILA_Q1,C271,0
AILA_Q1,C909,0
AILA_Q1,C1151,0
AILA_Q1,C769,0
AILA_Q1,C667,0
AILA_Q1,C2267,0
AILA_Q1,C1006,0
AILA_Q1,C728,0
AILA_Q1,C2216,0
AILA_Q1,C1276,0
AILA_Q1,C889,0
AILA_Q1,C1154,0
AILA_Q1,C295,0
AILA_Q1,C847,0
AILA_Q1,C358,0
AILA_Q1,C1766,0
AILA_Q1,C1224,0
AILA_Q1,C1057,0
AILA_Q1,C236,0
AILA_Q1,C718,0
AILA_Q1,C633,0
AILA_Q1,C1518,0
AILA_Q1,C2052,0
AILA_Q1,C372,0
AILA_Q1,C605,0
AILA_Q1,C503,0
AILA_Q1,C741,0
AILA_Q1,C1969,0
AILA_Q1,C1216,0
AILA_Q1,C67,0
AILA_Q1,C249,0
AILA_Q1,C689,0
AILA_Q1,C655,0
AILA_Q1,C620,0
AILA_Q1,C2816,0
AILA_Q1,C1920,0
AILA_Q1,C1105,0
AILA_Q1,C2652,0
AILA_Q1,C1663,0
AILA_Q1,C1536,0
AILA_Q1,C2388,0
AILA_Q1,C852,0
AILA_Q1,C184,0
AILA_Q1,C2613,0
AILA_Q1,C2573,0
AILA_Q1,C1594,0
AILA_Q1,C2222,0
AILA_Q1,C1282,0
AILA_Q1,C2361,0
AILA_Q1,C698,0
AILA_Q1,C2300,0
AILA_Q1,C693,0
AILA_Q1,C1378,0
AILA_Q1,C1118,0
AILA_Q1,C2722,0
AILA_Q1,C637,0
AILA_Q1,C2607,0
AILA_Q1,C2283,0
AILA_Q1,C1228,0
AILA_Q1,C1411,0
AILA_Q1,C2802,0
AILA_Q1,C1583,0
AILA_Q1,C2618,0
AILA_Q1,C2874,0
AILA_Q1,C2587,0
AILA_Q1,C1568,0
AILA_Q1,C1322,0
AILA_Q1,C1399,0
AILA_Q1,C1328,0
AILA_Q1,C988,0
AILA_Q1,C203,0
AILA_Q1,C141,0
AILA_Q1,C2465,0
AILA_Q1,C234,0
AILA_Q1,C760,0
AILA_Q1,C2149,0
AILA_Q1,C2502,0
AILA_Q1,C675,0
AILA_Q1,C1869,0
AILA_Q1,C1097,0
AILA_Q1,C1789,0
AILA_Q1,C2517,0
AILA_Q1,C2173,0
AILA_Q1,C2538,0
AILA_Q1,C361,0
AILA_Q1,C1081,0
AILA_Q1,C191,0
AILA_Q1,C540,0
AILA_Q1,C2857,0
AILA_Q1,C2473,0
AILA_Q1,C50,0
AILA_Q1,C2293,0
AILA_Q1,C906,0
AILA_Q1,C2453,0
AILA_Q1,C1533,0
AILA_Q1,C1256,0
AILA_Q1,C1835,0
AILA_Q1,C2394,0
AILA_Q1,C761,0
AILA_Q1,C241,0
AILA_Q1,C2088,0
AILA_Q1,C1218,0
AILA_Q1,C919,0
AILA_Q1,C2356,0
AILA_Q1,C647,0
AILA_Q1,C1885,0
AILA_Q1,C1769,0
AILA_Q1,C1725,0
AILA_Q1,C576,0
AILA_Q1,C2755,0
AILA_Q1,C390,0
AILA_Q1,C1247,0
AILA_Q1,C2488,0
AILA_Q1,C1283,0
AILA_Q1,C752,0
AILA_Q1,C2211,0
AILA_Q1,C461,0
AILA_Q1,C1027,0
AILA_Q1,C2181,0
AILA_Q1,C2805,0
AILA_Q1,C398,0
AILA_Q1,C1500,0
AILA_Q1,C2105,0
AILA_Q1,C2435,0
AILA_Q1,C977,0
AILA_Q1,C344,0
AILA_Q1,C2524,0
AILA_Q1,C704,0
AILA_Q1,C2711,0
AILA_Q1,C672,0
AILA_Q1,C2764,0
AILA_Q1,C1683,0
AILA_Q1,C40,0
AILA_Q1,C2332,0
AILA_Q1,C451,0
AILA_Q1,C2239,0
AILA_Q1,C338,0
AILA_Q1,C1761,0
AILA_Q1,C724,0
AILA_Q1,C245,0
AILA_Q1,C2674,0
AILA_Q1,C1445,0
AILA_Q1,C2758,0
AILA_Q1,C2560,0
AILA_Q1,C2856,0
AILA_Q1,C1496,0
AILA_Q1,C911,0
AILA_Q1,C18,0
AILA_Q1,C2884,0
AILA_Q1,C171,0
AILA_Q1,C73,0
AILA_Q1,C2209,0
AILA_Q1,C2433,0
AILA_Q1,C2339,0
AILA_Q1,C1612,0
AILA_Q1,C1329,0
AILA_Q1,C1573,0
AILA_Q1,C1443,0
AILA_Q1,C2630,0
AILA_Q1,C1252,0
AILA_Q1,C51,0
AILA_Q1,C1676,0
AILA_Q1,C1141,0
AILA_Q1,C1127,0
AILA_Q1,C2881,0
AILA_Q1,C1523,0
AILA_Q1,C2171,0
AILA_Q1,C1647,0
AILA_Q1,C1085,0
AILA_Q1,C1233,0
AILA_Q1,C813,0
AILA_Q1,C1804,0
AILA_Q1,C827,0
AILA_Q1,C1360,0
AILA_Q1,C2408,0
AILA_Q1,C2385,0
AILA_Q1,C887,0
AILA_Q1,C36,0
AILA_Q1,C2085,0
AILA_Q1,C1356,0
AILA_Q1,C1271,0
AILA_Q1,C2880,0
AILA_Q1,C2537,0
AILA_Q1,C2659,0
AILA_Q1,C2733,0
AILA_Q1,C1898,0
AILA_Q1,C2812,0
AILA_Q1,C1929,0
AILA_Q1,C152,0
AILA_Q1,C326,0
AILA_Q1,C2472,0
AILA_Q1,C1604,0
AILA_Q1,C1301,0
AILA_Q1,C1991,0
AILA_Q1,C1488,0
AILA_Q1,C2036,0
AILA_Q1,C986,0
AILA_Q1,C2187,0
AILA_Q1,C1736,0
AILA_Q1,C150,0
AILA_Q1,C2508,0
AILA_Q1,C971,0
AILA_Q1,C1747,0
AILA_Q1,C1949,0
AILA_Q1,C1619,0
AILA_Q1,C1107,0
AILA_Q1,C27,0
AILA_Q1,C2376,0
AILA_Q1,C23,0
AILA_Q1,C981,0
AILA_Q1,C1947,0
AILA_Q1,C2868,0
AILA_Q1,C2815,0
AILA_Q1,C1586,0
AILA_Q1,C880,0
AILA_Q1,C2298,0
AILA_Q1,C679,0
AILA_Q1,C1794,0
AILA_Q1,C2477,0
AILA_Q1,C2675,0
AILA_Q1,C103,0
AILA_Q1,C2364,0
AILA_Q1,C555,0
AILA_Q1,C1231,0
AILA_Q1,C480,0
AILA_Q1,C1985,0
AILA_Q1,C1349,0
AILA_Q1,C2595,0
AILA_Q1,C2330,0
AILA_Q1,C2702,0
AILA_Q1,C2195,0
AILA_Q1,C786,0
AILA_Q1,C770,0
AILA_Q1,C1927,0
AILA_Q1,C2743,0
AILA_Q1,C2772,0
AILA_Q1,C2910,0
AILA_Q1,C1795,0
AILA_Q1,C765,0
AILA_Q1,C80,0
AILA_Q1,C1080,0
AILA_Q1,C2129,0
AILA_Q1,C2127,0
AILA_Q1,C56,0
AILA_Q1,C128,0
AILA_Q1,C376,0
AILA_Q1,C2027,0
AILA_Q1,C294,0
AILA_Q1,C2449,0
AILA_Q1,C483,0
AILA_Q1,C196,0
AILA_Q1,C2692,0
AILA_Q1,C1552,0
AILA_Q1,C829,0
AILA_Q1,C1610,0
AILA_Q1,C288,0
AILA_Q1,C2541,0
AILA_Q1,C2317,0
AILA_Q1,C1174,0
AILA_Q1,C801,0
AILA_Q1,C2436,0
AILA_Q1,C1912,0
AILA_Q1,C1403,0
AILA_Q1,C2475,0
AILA_Q1,C1634,0
AILA_Q1,C228,0
AILA_Q1,C609,0
AILA_Q1,C1591,0
AILA_Q1,C937,0
AILA_Q1,C2589,0
AILA_Q1,C482,0
AILA_Q1,C38,0
AILA_Q1,C447,0
AILA_Q1,C1296,0
AILA_Q1,C714,0
AILA_Q1,C1654,0
AILA_Q1,C1234,0
AILA_Q1,C28,0
AILA_Q1,C1541,0
AILA_Q1,C721,0
AILA_Q1,C1039,0
AILA_Q1,C539,0
AILA_Q1,C844,0
AILA_Q1,C2845,0
AILA_Q1,C2559,0
AILA_Q1,C2781,0
AILA_Q1,C2113,0
AILA_Q1,C913,0
AILA_Q1,C1275,0
AILA_Q1,C995,0
AILA_Q1,C1682,0
AILA_Q1,C2794,0
AILA_Q1,C1467,0
AILA_Q1,C1197,0
AILA_Q1,C1762,0
AILA_Q1,C1718,0
AILA_Q1,C1265,0
AILA_Q1,C1836,0
AILA_Q1,C660,0
AILA_Q1,C2016,0
AILA_Q1,C1732,0
AILA_Q1,C1390,0
AILA_Q1,C2019,0
AILA_Q1,C2912,0
AILA_Q1,C298,0
AILA_Q1,C1698,0
AILA_Q1,C1188,0
AILA_Q1,C2190,0
AILA_Q1,C1341,0
AILA_Q1,C571,0
AILA_Q1,C960,0
AILA_Q1,C1946,0
AILA_Q1,C291,0
AILA_Q1,C703,0
AILA_Q1,C1020,0
AILA_Q1,C1678,0
AILA_Q1,C346,0
AILA_Q1,C2492,0
AILA_Q1,C950,0
AILA_Q1,C1884,0
AILA_Q1,C518,0
AILA_Q1,C1925,0
AILA_Q1,C1147,0
AILA_Q1,C1497,0
AILA_Q1,C443,0
AILA_Q1,C1787,0
AILA_Q1,C1428,0
AILA_Q1,C117,0
AILA_Q1,C2713,0
AILA_Q1,C1336,0
AILA_Q1,C735,0
AILA_Q1,C935,0
AILA_Q1,C658,0
AILA_Q1,C1508,0
AILA_Q1,C2042,0
AILA_Q1,C1030,0
AILA_Q1,C857,0
AILA_Q1,C1198,0
AILA_Q1,C1082,0
AILA_Q1,C1323,0
AILA_Q1,C1211,0
AILA_Q1,C2574,0
AILA_Q1,C1535,0
AILA_Q1,C838,0
AILA_Q1,C1339,0
AILA_Q1,C2005,0
AILA_Q1,C554,0
AILA_Q1,C2872,0
AILA_Q1,C1278,0
AILA_Q1,C2439,0
AILA_Q1,C225,0
AILA_Q1,C1877,0
AILA_Q1,C905,0
AILA_Q1,C1139,0
AILA_Q1,C58,0
AILA_Q1,C2616,0
AILA_Q1,C1937,0
AILA_Q1,C2638,0
AILA_Q1,C2172,0
AILA_Q1,C1149,0
AILA_Q1,C1854,0
AILA_Q1,C224,0
AILA_Q1,C2346,0
AILA_Q1,C575,0
AILA_Q1,C1650,0
AILA_Q1,C371,0
AILA_Q1,C2043,0
AILA_Q1,C1315,0
AILA_Q1,C1620,0
AILA_Q1,C2577,0
AILA_Q1,C1648,0
AILA_Q1,C833,0
AILA_Q1,C2651,0
AILA_Q1,C814,0
AILA_Q1,C1281,0
AILA_Q1,C1364,0
AILA_Q1,C2249,0
AILA_Q1,C2489,0
AILA_Q1,C1096,0
AILA_Q1,C1599,0
AILA_Q1,C798,0
AILA_Q1,C1476,0
AILA_Q1,C1021,0
AILA_Q1,C855,0
AILA_Q1,C89,0
AILA_Q1,C75,0
AILA_Q1,C377,0
AILA_Q1,C994,0
AILA_Q1,C715,0
AILA_Q1,C33,0
AILA_Q1,C2846,0
AILA_Q1,C2658,0
AILA_Q1,C596,0
AILA_Q1,C2009,0
AILA_Q1,C1562,0
AILA_Q1,C1626,0
AILA_Q1,C811,0
AILA_Q1,C2058,0
AILA_Q1,C2612,0
AILA_Q1,C2443,0
AILA_Q1,C2534,0
AILA_Q1,C2668,0
AILA_Q1,C2911,0
AILA_Q1,C615,0
AILA_Q1,C2269,0
AILA_Q1,C1288,0
AILA_Q1,C841,0
AILA_Q1,C2246,0
AILA_Q1,C2400,0
AILA_Q1,C1326,0
AILA_Q1,C1810,0
AILA_Q1,C1015,0
AILA_Q1,C892,0
AILA_Q1,C2011,0
AILA_Q1,C729,0
AILA_Q1,C386,0
AILA_Q1,C803,0
AILA_Q1,C2053,0
AILA_Q1,C2653,0
AILA_Q1,C2046,0
AILA_Q1,C1342,0
AILA_Q1,C944,0
AILA_Q1,C629,0
AILA_Q1,C179,0
AILA_Q1,C173,0
AILA_Q1,C1355,0
AILA_Q1,C2484,0
AILA_Q1,C352,0
AILA_Q1,C375,0
AILA_Q1,C2579,0
AILA_Q1,C1385,0
AILA_Q1,C1852,0
AILA_Q1,C20,0
AILA_Q1,C1286,0
AILA_Q1,C99,0
AILA_Q1,C389,0
AILA_Q1,C1172,0
AILA_Q1,C74,0
AILA_Q1,C634,0
AILA_Q1,C333,0
AILA_Q1,C1423,0
AILA_Q1,C2481,0
AILA_Q1,C1872,0
AILA_Q1,C317,0
AILA_Q1,C510,0
AILA_Q1,C2620,0
AILA_Q1,C1906,0
AILA_Q1,C638,0
AILA_Q1,C1266,0
AILA_Q1,C2829,0
AILA_Q1,C1646,0
AILA_Q1,C1705,0
AILA_Q1,C603,0
AILA_Q1,C710,0
AILA_Q1,C2191,0
AILA_Q1,C753,0
AILA_Q1,C733,0
AILA_Q1,C851,0
AILA_Q1,C896,0
AILA_Q1,C2071,0
AILA_Q1,C1406,0
AILA_Q1,C1691,0
AILA_Q1,C1103,0
AILA_Q1,C2090,0
AILA_Q1,C86,0
AILA_Q1,C1948,0
AILA_Q1,C70,0
AILA_Q1,C2040,0
AILA_Q1,C1418,0
AILA_Q1,C2034,0
AILA_Q1,C514,0
AILA_Q1,C821,0
AILA_Q1,C3,0
AILA_Q1,C1807,0
AILA_Q1,C1600,0
AILA_Q1,C2017,0
AILA_Q1,C2500,0
AILA_Q1,C848,0
AILA_Q1,C1778,0
AILA_Q1,C1616,0
AILA_Q1,C1881,0
AILA_Q1,C2553,0
AILA_Q1,C137,0
AILA_Q1,C2440,0
AILA_Q1,C1076,0
AILA_Q1,C2460,0
AILA_Q1,C963,0
AILA_Q1,C417,0
AILA_Q1,C455,0
AILA_Q1,C1944,0
AILA_Q1,C230,0
AILA_Q1,C2834,0
AILA_Q1,C2075,0
AILA_Q1,C1875,0
AILA_Q1,C2112,0
AILA_Q1,C2264,0
AILA_Q1,C1982,0
AILA_Q1,C2738,0
AILA_Q1,C1309,0
AILA_Q1,C251,0
AILA_Q1,C5,0
AILA_Q1,C107,0
AILA_Q1,C1270,0
AILA_Q1,C473,0
AILA_Q1,C32,0
AILA_Q1,C537,0
AILA_Q1,C341,0
AILA_Q1,C205,0
AILA_Q1,C1786,0
AILA_Q1,C1904,0
AILA_Q1,C2663,0
AILA_Q1,C2177,0
AILA_Q1,C2529,0
AILA_Q1,C1555,0
AILA_Q1,C322,0
AILA_Q1,C582,0
AILA_Q1,C383,0
AILA_Q1,C364,0
AILA_Q1,C2705,0
AILA_Q1,C840,0
AILA_Q1,C1763,0
AILA_Q1,C257,0
AILA_Q1,C2820,0
AILA_Q1,C1187,0
AILA_Q1,C2678,0
AILA_Q1,C2204,0
AILA_Q1,C4,0
AILA_Q1,C1887,0
AILA_Q1,C2119,0
AILA_Q1,C1389,0
AILA_Q1,C737,0
AILA_Q1,C2323,0
AILA_Q1,C738,0
AILA_Q1,C1598,0
AILA_Q1,C1521,0
AILA_Q1,C1380,0
AILA_Q1,C757,0
AILA_Q1,C1394,0
AILA_Q1,C2748,0
AILA_Q1,C2737,0
AILA_Q1,C980,0
AILA_Q1,C2476,0
AILA_Q1,C2002,0
AILA_Q1,C329,0
AILA_Q1,C882,0
AILA_Q1,C2255,0
AILA_Q1,C2575,0
AILA_Q1,C1553,0
AILA_Q1,C897,0
AILA_Q1,C49,0
AILA_Q1,C864,0
AILA_Q1,C2841,0
AILA_Q1,C1660,0
AILA_Q1,C530,0
AILA_Q1,C1707,0
AILA_Q1,C297,0
AILA_Q1,C1477,0
AILA_Q1,C1923,0
AILA_Q1,C755,0
AILA_Q1,C97,0
AILA_Q1,C1426,0
AILA_Q1,C2792,0
AILA_Q1,C260,0
AILA_Q1,C2121,0
AILA_Q1,C1712,0
AILA_Q1,C538,0
AILA_Q1,C484,0
AILA_Q1,C866,0
AILA_Q1,C2305,0
AILA_Q1,C2003,0
AILA_Q1,C1797,0
AILA_Q1,C2199,0
AILA_Q1,C2522,0
